id,companyId,categoria,chave,valor,descricao,valorPadraoClt,unidade,atualizadoPor,createdAt,updatedAt
60030,60004,beneficios,ben_dias_uteis_mes,22,Dias úteis padrão por mês,22,dias,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60031,60004,ferias,ferias_periodo_aquisitivo,12,Meses para período aquisitivo,12,meses,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60032,60004,ferias,ferias_dias_direito,30,Dias de férias por período,30,dias,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60033,60004,ferias,ferias_abono_pecuniario,1,"Permitir venda de 1/3 (0=Não, 1=Sim)",1,bool,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60034,60004,ferias,ferias_adicional_terco,33.33,Adicional de 1/3 de férias (%),33.33,%,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60035,60004,rescisao,rescisao_aviso_previo_dias,30,Dias de aviso prévio base,30,dias,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60036,60004,rescisao,rescisao_aviso_adicional_ano,3,Dias adicionais por ano trabalhado,3,dias,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60037,60004,rescisao,rescisao_multa_fgts,40,Multa sobre FGTS na demissão sem justa causa,40,%,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60038,60004,folha,folha_bloquear_consolidacao_inconsistencias,1,"Bloquear consolidação com inconsistências pendentes (0=Não, 1=Sim)",1,bool,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
60039,60004,atestados,atestado_motivo_obrigatorio,1,"Motivo do atestado obrigatório (0=Não, 1=Sim)",1,bool,Felipe Alves,2026-02-22 23:07:14,2026-02-22 23:07:14
90001,60002,epi,epi_bdi_percentual,40,Percentual de BDI sobre custo do EPI para cobrança por perda/mau uso,40,%,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90003,60002,epi,epi_cobranca_perda,1,"Cobrar EPI em caso de perda (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90004,60002,epi,epi_cobranca_mau_uso,1,"Cobrar EPI em caso de mau uso/dano (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90005,60002,epi,epi_cobranca_furto,1,"Cobrar EPI em caso de furto/extravio (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90006,60002,epi,epi_foto_obrigatoria_troca,1,"Foto obrigatória para troca por mau uso/dano (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90007,60004,epi,epi_bdi_percentual,40,Percentual de BDI sobre custo do EPI para cobrança por perda/mau uso,40,%,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90009,60004,epi,epi_cobranca_perda,1,"Cobrar EPI em caso de perda (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90010,60004,epi,epi_cobranca_mau_uso,1,"Cobrar EPI em caso de mau uso/dano (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90011,60004,epi,epi_cobranca_furto,1,"Cobrar EPI em caso de furto/extravio (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90012,60004,epi,epi_foto_obrigatoria_troca,1,"Foto obrigatória para troca por mau uso/dano (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
90013,60002,atestados,atestado_motivo_obrigatorio,1,"Motivo do atestado obrigatório (0=Não, 1=Sim)",1,bool,Sistema,2026-02-24 10:50:52,2026-02-24 10:50:52
120001,60005,horas_extras,he_dias_uteis,50,Percentual de hora extra em dias úteis,50,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120002,60005,horas_extras,he_domingos_feriados,100,Percentual de hora extra em domingos e feriados,100,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120003,60005,horas_extras,he_adicional_noturno,20,Percentual de adicional noturno,20,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120004,60005,horas_extras,he_noturno_inicio,22:00,Início do horário noturno,22:00,hora,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120005,60005,horas_extras,he_noturno_fim,05:00,Fim do horário noturno,05:00,hora,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120006,60005,horas_extras,he_interjornada,50,Percentual de hora extra interjornada,50,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120007,60005,horas_extras,he_limite_mensal,44,Limite máximo de horas extras mensais,44,horas,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120008,60005,horas_extras,he_banco_horas,0,"Empresa utiliza banco de horas (0=Não, 1=Sim)",0,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120009,60005,jornada,jornada_horas_diarias,8,Horas diárias padrão de trabalho,8,horas,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120010,60005,jornada,jornada_horas_semanais,44,Horas semanais padrão,44,horas,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120011,60005,jornada,jornada_intervalo_almoco,60,Intervalo mínimo para almoço,60,min,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120012,60005,jornada,jornada_descanso_semanal,1,Dias de descanso semanal remunerado,1,dias,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120013,60005,jornada,jornada_sabado_tipo,compensado,"Tipo de sábado (compensado, meio_periodo, normal, folga)",compensado,tipo,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120014,60005,ponto,ponto_tolerancia_atraso,10,Tolerância de atraso na entrada (minutos),10,min,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120015,60005,ponto,ponto_tolerancia_saida,10,Tolerância de saída antecipada (minutos),10,min,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120016,60005,ponto,ponto_batida_impar_tolerancia,30,Tolerância para batida ímpar (minutos),30,min,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120017,60005,ponto,ponto_falta_apos_atraso,120,Considerar falta após X minutos de atraso,120,min,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120018,60005,ponto,ponto_hora_noturna_reduzida,52:30,Duração da hora noturna reduzida (mm:ss),52:30,mm:ss,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120019,60005,folha,folha_dia_vale,20,Dia do mês para pagamento do vale,20,dia,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120020,60005,folha,folha_dia_pagamento,5,Dia útil para pagamento do salário,5,dia_util,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120021,60005,folha,folha_percentual_adiantamento,40,Percentual do salário para adiantamento,40,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120022,60005,folha,folha_desconto_vr_faltas,1,"Descontar VR nos dias de falta (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120023,60005,folha,folha_desconto_vt_faltas,1,"Descontar VT nos dias de falta (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120024,60005,advertencias,adv_qtd_para_suspensao,3,Advertências para gerar suspensão,3,qtd,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120025,60005,advertencias,adv_dias_suspensao,3,Dias de suspensão padrão,3,dias,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120026,60005,advertencias,adv_suspensoes_para_justa_causa,3,Suspensões para justa causa,3,qtd,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120027,60005,advertencias,adv_validade_meses,6,Validade da advertência em meses,6,meses,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120028,60005,beneficios,ben_vr_valor_diario,0,Valor diário do VR/VA (R$),0,R$,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120029,60005,beneficios,ben_vt_percentual_desconto,6,Percentual de desconto do VT,6,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120030,60005,beneficios,ben_dias_uteis_mes,22,Dias úteis padrão por mês,22,dias,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120031,60005,ferias,ferias_periodo_aquisitivo,12,Meses para período aquisitivo,12,meses,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120032,60005,ferias,ferias_dias_direito,30,Dias de férias por período,30,dias,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120033,60005,ferias,ferias_abono_pecuniario,1,"Permitir venda de 1/3 (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120034,60005,ferias,ferias_adicional_terco,33.33,Adicional de 1/3 de férias (%),33.33,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120035,60005,rescisao,rescisao_aviso_previo_dias,30,Dias de aviso prévio base,30,dias,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120036,60005,rescisao,rescisao_aviso_adicional_ano,3,Dias adicionais por ano trabalhado,3,dias,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120037,60005,rescisao,rescisao_multa_fgts,40,Multa sobre FGTS na demissão sem justa causa,40,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120038,60005,folha,folha_bloquear_consolidacao_inconsistencias,1,"Bloquear consolidação com inconsistências pendentes (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120039,60005,atestados,atestado_motivo_obrigatorio,1,"Motivo do atestado obrigatório (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120040,60005,epi,epi_bdi_percentual,40,Percentual de BDI sobre custo do EPI para cobrança por perda/mau uso,40,%,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120041,60005,epi,epi_cobranca_perda,1,"Cobrar EPI em caso de perda (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120042,60005,epi,epi_cobranca_mau_uso,1,"Cobrar EPI em caso de mau uso/dano (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120043,60005,epi,epi_cobranca_furto,1,"Cobrar EPI em caso de furto/extravio (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120044,60005,epi,epi_foto_obrigatoria_troca,1,"Foto obrigatória para troca por mau uso/dano (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120045,60005,folha,folha_vale_corte_dia,10,Admitidos após este dia não recebem vale no mês (0=desativado),10,dia,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120046,60005,folha,folha_vale_proporcional,0,"Vale proporcional para admitidos após corte (0=Não recebe, 1=Proporcional)",0,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120047,60005,folha,folha_alerta_diferenca_salarial,1,"Alertar diferenças salariais entre sistema e contabilidade (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120048,60005,folha,folha_tolerancia_diferenca_centavos,50,Tolerância em centavos para diferenças salariais,50,centavos,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120049,60005,ponto,ponto_adv_atrasos_mes,3,Qtd atrasos/mês para sugerir advertência,3,qtd,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120050,60005,ponto,ponto_adv_faltas_mes,2,Qtd faltas injustificadas/mês para sugerir advertência,2,qtd,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120051,60005,ponto,ponto_adv_he_nao_autorizada,1,"Sugerir advertência para HE não autorizada (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:43,2026-03-03 09:08:43
120052,60005,cadastro,cadastro_permitir_recontratacao,1,"Permitir recontratação de funcionário desligado com mesmo CPF (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120053,60005,cadastro,cadastro_recontratacao_carencia_dias,90,Carência mínima em dias para recontratação,90,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120054,60005,terceiros,terceiros_prazo_docs_dias,10,Prazo em dias para envio de documentos mensais,10,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120055,60005,terceiros,terceiros_alerta_vencimento_dias,10,Dias antes do vencimento para enviar alerta,10,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120056,60005,terceiros,terceiros_alerta_segundo_dias,5,Dias antes do vencimento para segundo alerta,5,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120057,60005,terceiros,terceiros_bloquear_medicao_pendencia,1,"Bloquear medição se há documentos pendentes (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120058,60005,terceiros,terceiros_exigir_cnd,1,"Exigir CND para liberação de medição (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120059,60005,terceiros,terceiros_exigir_fgts,1,"Exigir comprovante FGTS mensal (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120060,60005,terceiros,terceiros_exigir_inss,1,"Exigir comprovante INSS mensal (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120061,60005,terceiros,terceiros_exigir_folha,1,"Exigir folha de pagamento mensal (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120062,60005,terceiros,terceiros_validacao_ia_auto,0,"Validar documentos automaticamente com IA ao receber (0=Não, 1=Sim)",0,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120063,60005,terceiros,terceiros_portal_expiracao_link_dias,30,Dias de validade do link do portal externo,30,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120064,60005,parceiros,parceiros_limite_desconto_folha_pct,30,Limite máximo de desconto em folha por convênios (%),30,%,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120065,60005,parceiros,parceiros_aprovacao_obrigatoria,1,"Exigir aprovação do RH para lançamentos (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120066,60005,parceiros,parceiros_prazo_fechamento_dia,25,Dia do mês para fechamento dos lançamentos,25,dia,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120067,60005,parceiros,parceiros_prazo_pagamento_dias,30,Prazo em dias para pagamento ao parceiro após fechamento,30,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120068,60005,parceiros,parceiros_comprovante_obrigatorio,1,"Exigir comprovante/nota fiscal do parceiro (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120069,60005,parceiros,parceiros_portal_expiracao_link_dias,30,Dias de validade do link do portal do parceiro,30,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120070,60005,juridico,juridico_provisao_automatica,1,"Calcular provisão automaticamente ao cadastrar processo (0=Não, 1=Sim)",1,bool,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120071,60005,juridico,juridico_alerta_audiencia_dias,7,Dias antes da audiência para enviar alerta,7,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120072,60005,juridico,juridico_alerta_prazo_dias,5,Dias antes do prazo judicial para enviar alerta,5,dias,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120073,60005,juridico,juridico_risco_alto_provisao_pct,100,Percentual de provisão para risco ALTO (%),100,%,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
120074,60005,juridico,juridico_risco_medio_provisao_pct,50,Percentual de provisão para risco MÉDIO (%),50,%,Felipe Costa Alves,2026-03-03 09:08:44,2026-03-03 09:08:44
