id,companyId,employeeId,obraId,timeRecordId,mesReferencia,data,tipoInconsistencia,descricao,status,justificativa,resolvidoPor,resolvidoEm,warningId,createdAt,updatedAt
360645,60002,420146,90002,,2025-12,2025-12-16 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:34,2026-03-03 22:49:34
360776,60002,420178,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360777,60002,420178,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360778,60002,420178,90001,,2025-12,2025-12-20 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360779,60002,420178,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360780,60002,420178,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360781,60002,420179,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360782,60002,420179,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360783,60002,420179,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360784,60002,420116,90001,,2025-12,2025-12-23 00:00:00,batida_impar,1 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360785,60002,420107,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360786,60002,420107,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360787,60002,420107,90001,,2025-12,2025-12-15 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360788,60002,420169,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360789,60002,420169,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360790,60002,420169,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360791,60002,420169,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360792,60002,420125,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360793,60002,420125,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360794,60002,420125,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360795,60002,420125,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360796,60002,420066,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360797,60002,420066,90001,,2025-12,2025-12-29 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360798,60002,420066,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360799,60002,420066,90001,,2025-12,2025-12-22 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360800,60002,420066,90001,,2025-12,2025-12-19 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360801,60002,420066,90001,,2025-12,2025-12-18 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360802,60002,420066,90001,,2025-12,2025-12-17 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360803,60002,420066,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360804,60002,420066,90001,,2025-12,2025-12-15 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360805,60002,420132,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360806,60002,420132,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360807,60002,420132,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360808,60002,420132,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360809,60002,420156,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360810,60002,420156,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360811,60002,420156,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360812,60002,420149,90001,,2025-12,2025-12-16 00:00:00,batida_impar,1 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360813,60002,420149,90001,,2025-12,2025-12-15 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360814,60002,420150,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360815,60002,420150,90001,,2025-12,2025-12-16 00:00:00,batida_impar,1 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360816,60002,420150,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360817,60002,420117,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360818,60002,420117,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360819,60002,420117,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360820,60002,420078,90001,,2025-12,2025-12-30 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360821,60002,420078,90001,,2025-12,2025-12-18 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360822,60002,420078,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360823,60002,420078,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360824,60002,420105,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360825,60002,420105,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360826,60002,420105,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360827,60002,420162,90001,,2025-12,2025-12-30 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360828,60002,420162,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360829,60002,420162,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360830,60002,420162,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360831,60002,420147,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360832,60002,420147,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360833,60002,420211,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360834,60002,420211,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360835,60002,420211,90001,,2025-12,2025-12-20 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360836,60002,420211,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360837,60002,420211,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360838,60002,420168,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360839,60002,420168,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360840,60002,420168,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360841,60002,420057,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360842,60002,420057,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360843,60002,420057,90001,,2025-12,2025-12-18 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360844,60002,420057,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360845,60002,420057,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360846,60002,420138,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360847,60002,420138,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360848,60002,420068,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360849,60002,420068,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360850,60002,420068,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360851,60002,420068,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360852,60002,420122,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360853,60002,420122,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360854,60002,420122,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360855,60002,420122,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360856,60002,420148,90001,,2025-12,2025-12-30 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360857,60002,420148,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360858,60002,420148,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360859,60002,420158,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360860,60002,420158,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360861,60002,420158,90001,,2025-12,2025-12-20 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360862,60002,420158,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360863,60002,420154,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360864,60002,420154,90001,,2025-12,2025-12-29 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360865,60002,420154,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360866,60002,420154,90001,,2025-12,2025-12-22 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360867,60002,420154,90001,,2025-12,2025-12-20 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360868,60002,420154,90001,,2025-12,2025-12-19 00:00:00,batida_impar,1 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360869,60002,420154,90001,,2025-12,2025-12-18 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360870,60002,420154,90001,,2025-12,2025-12-17 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360871,60002,420154,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360872,60002,420154,90001,,2025-12,2025-12-15 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360873,60002,420133,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360874,60002,420133,90001,,2025-12,2025-12-29 00:00:00,batida_impar,5 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360875,60002,420133,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360876,60002,420133,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360877,60002,420153,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360878,60002,420153,90001,,2025-12,2025-12-23 00:00:00,batida_impar,5 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360879,60002,420153,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360880,60002,420153,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360881,60002,420082,90001,,2025-12,2025-12-30 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360882,60002,420082,90001,,2025-12,2025-12-21 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360883,60002,420082,90001,,2025-12,2025-12-20 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360884,60002,420082,90001,,2025-12,2025-12-17 00:00:00,batida_impar,5 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360885,60002,420082,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360886,60002,420082,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360887,60002,420166,90001,,2025-12,2025-12-23 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360888,60002,420166,90001,,2025-12,2025-12-19 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360889,60002,420166,90001,,2025-12,2025-12-16 00:00:00,falta_batida,"Apenas 2 batida(s) - esperado 4 (entrada, saída intervalo, retorno, saída)",pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
360890,60002,420166,90001,,2025-12,2025-12-15 00:00:00,batida_impar,3 batida(s) registrada(s) - número ímpar indica falta de entrada ou saída,pendente,,,,,2026-03-03 22:49:35,2026-03-03 22:49:35
