id,companyId,epiId,employeeId,quantidade,dataEntrega,dataDevolucao,motivo,observacoes,createdAt,deletedAt,deletedBy,deletedByUserId,motivo_troca,valor_cobrado,ficha_url,foto_estado_url,origem_entrega,obra_id,data_validade,assinatura_url
540007,480004,510004,540007,1,2024-03-15 00:00:00,,,,2026-02-24 14:48:00,,,,,,,,central,,,
540008,480005,510005,540009,1,2024-03-15 00:00:00,,,,2026-02-24 14:53:10,,,,,,,,central,,,
540009,480006,510006,540011,1,2024-03-15 00:00:00,,,,2026-02-24 14:58:45,,,,,,,,central,,,
540010,480007,510007,540013,1,2024-03-15 00:00:00,,,,2026-02-24 15:07:31,,,,,,,,central,,,
570001,510001,540001,570001,1,2024-03-15 00:00:00,,,,2026-02-24 17:25:40,,,,,,,,central,,,
570002,510002,540002,570003,1,2024-03-15 00:00:00,,,,2026-02-24 17:35:33,,,,,,,,central,,,
570003,510003,540003,570005,1,2024-03-15 00:00:00,,,,2026-02-24 17:53:19,,,,,,,,central,,,
600001,540001,570001,600001,1,2024-03-15 00:00:00,,,,2026-02-24 22:49:53,,,,,,,,central,,,
600002,540002,570002,600003,1,2024-03-15 00:00:00,,,,2026-02-24 22:54:39,,,,,,,,central,,,
630001,570001,600001,630001,1,2024-03-15 00:00:00,,,,2026-02-24 23:50:53,,,,,,,,central,,,
630002,570002,600002,630003,1,2024-03-15 00:00:00,,,,2026-02-25 00:33:39,,,,,,,,central,,,
660001,600001,630001,660001,1,2024-03-15 00:00:00,,,,2026-02-25 02:49:20,,,,,,,,central,,,
660002,600002,630002,660003,1,2024-03-15 00:00:00,,,,2026-02-25 02:49:30,,,,,,,,central,,,
660003,600003,630003,660005,1,2024-03-15 00:00:00,,,,2026-02-25 02:51:23,,,,,,,,central,,,
690001,630001,660001,690001,1,2024-03-15 00:00:00,,,,2026-02-25 11:01:35,,,,,,,,central,,,
690002,630002,660002,690003,1,2024-03-15 00:00:00,,,,2026-02-25 11:03:33,,,,,,,,central,,,
690003,630003,660004,690005,1,2024-03-15 00:00:00,,,,2026-02-25 11:54:56,,,,,,,,central,,,
690004,630004,660005,690007,1,2024-03-15 00:00:00,,,,2026-02-25 11:55:31,,,,,,,,central,,,
690005,630005,660006,690009,1,2024-03-15 00:00:00,,,,2026-02-25 14:24:10,,,,,,,,central,,,
720001,660001,690031,720001,1,2024-03-15 00:00:00,,,,2026-02-25 19:55:28,,,,,,,,central,,,
720002,660002,690035,720003,1,2024-03-15 00:00:00,,,,2026-02-25 20:04:11,,,,,,,,central,,,
720003,660003,690043,720005,1,2024-03-15 00:00:00,,,,2026-02-25 20:25:49,,,,,,,,central,,,
720004,660004,690054,720007,1,2024-03-15 00:00:00,,,,2026-02-25 20:46:19,,,,,,,,central,,,
720005,660005,690055,720009,1,2024-03-15 00:00:00,,,,2026-02-25 21:14:30,,,,,,,,central,,,
720006,660006,690056,720011,1,2024-03-15 00:00:00,,,,2026-02-25 21:19:24,,,,,,,,central,,,
720007,660007,690057,720013,1,2024-03-15 00:00:00,,,,2026-02-25 21:26:48,,,,,,,,central,,,
750001,690001,720001,750001,1,2024-03-15 00:00:00,,,,2026-02-25 21:58:51,,,,,,,,central,,,
780001,720001,750001,780001,1,2024-03-15 00:00:00,,,,2026-02-25 22:26:13,,,,,,,,central,,,
780002,720002,750002,780003,1,2024-03-15 00:00:00,,,,2026-02-25 22:39:40,,,,,,,,central,,,
780003,720003,750003,780005,1,2024-03-15 00:00:00,,,,2026-02-25 22:40:41,,,,,,,,central,,,
810001,750001,780001,810001,1,2024-03-15 00:00:00,,,,2026-02-25 23:08:30,,,,,,,,central,,,
810002,750002,780002,810003,1,2024-03-15 00:00:00,,,,2026-02-25 23:08:48,,,,,,,,central,,,
810003,750003,780003,810005,1,2024-03-15 00:00:00,,,,2026-02-25 23:09:01,,,,,,,,central,,,
810004,750004,780004,810007,1,2024-03-15 00:00:00,,,,2026-02-25 23:09:14,,,,,,,,central,,,
810005,750005,780005,810009,1,2024-03-15 00:00:00,,,,2026-02-25 23:09:27,,,,,,,,central,,,
810006,750006,780006,810011,1,2024-03-15 00:00:00,,,,2026-02-25 23:09:42,,,,,,,,central,,,
810007,750007,780007,810013,1,2024-03-15 00:00:00,,,,2026-02-25 23:09:55,,,,,,,,central,,,
810008,750008,780008,810015,1,2024-03-15 00:00:00,,,,2026-02-25 23:10:08,,,,,,,,central,,,
840001,780001,810001,840001,1,2024-03-15 00:00:00,,,,2026-02-25 23:36:35,,,,,,,,central,,,
870001,810001,840001,870001,1,2024-03-15 00:00:00,,,,2026-02-26 00:24:33,,,,,,,,central,,,
870002,810002,840002,870003,1,2024-03-15 00:00:00,,,,2026-02-26 00:24:53,,,,,,,,central,,,
870003,810003,840003,870005,1,2024-03-15 00:00:00,,,,2026-02-26 00:25:08,,,,,,,,central,,,
870004,810004,840004,870007,1,2024-03-15 00:00:00,,,,2026-02-26 00:25:24,,,,,,,,central,,,
900001,840001,870001,900001,1,2024-03-15 00:00:00,,,,2026-02-26 02:35:15,,,,,,,,central,,,
900002,840002,870002,900003,1,2024-03-15 00:00:00,,,,2026-02-26 02:36:12,,,,,,,,central,,,
900003,840003,870003,900005,1,2024-03-15 00:00:00,,,,2026-02-26 02:53:54,,,,,,,,central,,,
930001,870001,900001,930001,1,2024-03-15 00:00:00,,,,2026-02-26 09:19:52,,,,,,,,central,,,
930002,870002,900002,930003,1,2024-03-15 00:00:00,,,,2026-02-26 09:19:57,,,,,,,,central,,,
960001,900001,930001,960001,1,2024-03-15 00:00:00,,,,2026-02-26 09:53:36,,,,,,,,central,,,
960002,900002,930002,960003,1,2024-03-15 00:00:00,,,,2026-02-26 09:54:15,,,,,,,,central,,,
960003,900003,930003,960005,1,2024-03-15 00:00:00,,,,2026-02-26 09:54:40,,,,,,,,central,,,
960004,900004,930004,960007,1,2024-03-15 00:00:00,,,,2026-02-26 09:54:55,,,,,,,,central,,,
990001,930001,960001,990001,1,2024-03-15 00:00:00,,,,2026-02-26 10:18:15,,,,,,,,central,,,
1020001,960001,990001,1020001,1,2024-03-15 00:00:00,,,,2026-02-26 11:55:43,,,,,,,,central,,,
1020002,960002,990002,1020003,1,2024-03-15 00:00:00,,,,2026-02-26 12:13:48,,,,,,,,central,,,
1020003,960003,990003,1020005,1,2024-03-15 00:00:00,,,,2026-02-26 12:52:32,,,,,,,,central,,,
1050001,60002,1020011,420136,1,2026-02-26 00:00:00,,PERDA,,2026-02-26 20:40:26,2026-02-27 00:00:49,Felipe Costa Alves,601043,perda,137.20,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1050001-1772138463989.pdf,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/epi-fotos/60002/1772138426419-9883vxpe61g.jpeg,central,,,
1080001,990001,1080001,1050001,1,2024-03-15 00:00:00,,,,2026-02-27 16:02:41,,,,,,,,central,,,
1080002,990002,1080002,1050003,1,2024-03-15 00:00:00,,,,2026-02-27 16:03:00,,,,,,,,central,,,
1110001,1020001,1110001,1080003,1,2024-03-15 00:00:00,,,,2026-02-27 18:06:00,,,,,,,,central,,,
1110002,1020002,1110002,1080005,1,2024-03-15 00:00:00,,,,2026-02-27 18:06:32,,,,,,,,central,,,
1110003,1020003,1110003,1080007,1,2024-03-15 00:00:00,,,,2026-02-27 18:25:09,,,,,,,,central,,,
1110004,1020004,1110004,1080009,1,2024-03-15 00:00:00,,,,2026-02-27 18:30:05,,,,,,,,central,,,
1110005,1020005,1110005,1080011,1,2024-03-15 00:00:00,,,,2026-02-27 18:37:04,,,,,,,,central,,,
1110006,1020006,1110006,1080013,1,2024-03-15 00:00:00,,,,2026-02-27 18:52:03,,,,,,,,central,,,
1110007,1020007,1110007,1080015,1,2024-03-15 00:00:00,,,,2026-02-27 19:01:06,,,,,,,,central,,,
1140001,1050001,1140001,1110001,1,2024-03-15 00:00:00,,,,2026-02-28 08:45:01,,,,,,,,central,,,
1140002,1050002,1140002,1110003,1,2024-03-15 00:00:00,,,,2026-02-28 08:45:48,,,,,,,,central,,,
1140003,1050003,1140003,1110005,1,2024-03-15 00:00:00,,,,2026-02-28 08:46:22,,,,,,,,central,,,
1140004,1050004,1140004,1110007,1,2024-03-15 00:00:00,,,,2026-02-28 08:47:19,,,,,,,,central,,,
1140005,1050005,1140005,1110009,1,2024-03-15 00:00:00,,,,2026-02-28 08:47:54,,,,,,,,central,,,
1140006,1050006,1140006,1110011,1,2024-03-15 00:00:00,,,,2026-02-28 08:48:12,,,,,,,,central,,,
1140007,1050007,1140007,1110013,1,2024-03-15 00:00:00,,,,2026-02-28 08:49:24,,,,,,,,central,,,
1140008,1050008,1140008,1110015,1,2024-03-15 00:00:00,,,,2026-02-28 08:50:00,,,,,,,,central,,,
1140009,1050009,1140009,1110017,1,2024-03-15 00:00:00,,,,2026-02-28 10:29:17,,,,,,,,central,,,
1140010,1050010,1140010,1110019,1,2024-03-15 00:00:00,,,,2026-02-28 10:50:55,,,,,,,,central,,,
1170001,1080001,1170001,1140001,1,2024-03-15 00:00:00,,,,2026-02-28 11:23:01,,,,,,,,central,,,
1170002,1080002,1170002,1140003,1,2024-03-15 00:00:00,,,,2026-02-28 11:48:21,,,,,,,,central,,,
1170003,1080003,1170003,1140005,1,2024-03-15 00:00:00,,,,2026-02-28 11:49:44,,,,,,,,central,,,
1170004,1080004,1170004,1140007,1,2024-03-15 00:00:00,,,,2026-02-28 11:58:47,,,,,,,,central,,,
1170005,1080005,1170005,1140009,1,2024-03-15 00:00:00,,,,2026-02-28 13:33:58,,,,,,,,central,,,
1170006,1080006,1170006,1140011,1,2024-03-15 00:00:00,,,,2026-02-28 13:46:25,,,,,,,,central,,,
1170007,1080007,1170007,1140013,1,2024-03-15 00:00:00,,,,2026-02-28 13:55:30,,,,,,,,central,,,
1170008,1080008,1170008,1140015,1,2024-03-15 00:00:00,,,,2026-02-28 14:31:24,,,,,,,,central,,,
1170009,1080009,1170009,1140017,1,2024-03-15 00:00:00,,,,2026-02-28 14:34:27,,,,,,,,central,,,
1170010,1080010,1170010,1140019,1,2024-03-15 00:00:00,,,,2026-02-28 14:45:55,,,,,,,,central,,,
1170011,1080011,1170011,1140021,1,2024-03-15 00:00:00,,,,2026-02-28 15:03:23,,,,,,,,central,,,
1170012,1080012,1170012,1140023,1,2024-03-15 00:00:00,,,,2026-02-28 15:09:33,,,,,,,,central,,,
1170013,1080013,1170013,1140025,1,2024-03-15 00:00:00,,,,2026-02-28 15:31:25,,,,,,,,central,,,
1170014,1080014,1170014,1140027,1,2024-03-15 00:00:00,,,,2026-02-28 15:34:02,,,,,,,,central,,,
1170015,1080015,1170015,1140029,1,2024-03-15 00:00:00,,,,2026-02-28 15:34:32,,,,,,,,central,,,
1170016,1080016,1170016,1140031,1,2024-03-15 00:00:00,,,,2026-02-28 15:48:36,,,,,,,,central,,,
1170017,1080017,1170017,1140033,1,2024-03-15 00:00:00,,,,2026-02-28 16:12:50,,,,,,,,central,,,
1170018,1080018,1170018,1140035,1,2024-03-15 00:00:00,,,,2026-02-28 16:20:26,,,,,,,,central,,,
1170019,1080019,1170019,1140037,1,2024-03-15 00:00:00,,,,2026-02-28 16:32:02,,,,,,,,central,,,
1170020,1080020,1170020,1140039,1,2024-03-15 00:00:00,,,,2026-02-28 16:33:45,,,,,,,,central,,,
1170021,1080021,1170021,1140041,1,2024-03-15 00:00:00,,,,2026-02-28 16:38:04,,,,,,,,central,,,
1170022,1080022,1170022,1140043,1,2024-03-15 00:00:00,,,,2026-02-28 16:42:58,,,,,,,,central,,,
1170023,1080023,1170023,1140045,1,2024-03-15 00:00:00,,,,2026-02-28 16:52:37,,,,,,,,central,,,
1170024,1080024,1170024,1140047,1,2024-03-15 00:00:00,,,,2026-02-28 16:58:49,,,,,,,,central,,,
1170025,1080025,1170025,1140049,1,2024-03-15 00:00:00,,,,2026-02-28 17:11:59,,,,,,,,central,,,
1170026,1080026,1170026,1140051,1,2024-03-15 00:00:00,,,,2026-02-28 17:23:49,,,,,,,,central,,,
1170027,1080027,1170027,1140053,1,2024-03-15 00:00:00,,,,2026-02-28 17:36:32,,,,,,,,central,,,
1170028,1080028,1170028,1140055,1,2024-03-15 00:00:00,,,,2026-02-28 17:43:49,,,,,,,,central,,,
1170029,1080029,1170029,1140057,1,2024-03-15 00:00:00,,,,2026-02-28 17:52:20,,,,,,,,central,,,
1170030,1080030,1170030,1140059,1,2024-03-15 00:00:00,,,,2026-02-28 18:13:24,,,,,,,,central,,,
1170031,1080031,1170031,1140061,1,2024-03-15 00:00:00,,,,2026-02-28 18:46:28,,,,,,,,central,,,
1170032,1080032,1170032,1140063,1,2024-03-15 00:00:00,,,,2026-02-28 18:53:12,,,,,,,,central,,,
1170033,1080033,1170033,1140065,1,2024-03-15 00:00:00,,,,2026-02-28 18:54:37,,,,,,,,central,,,
1170034,1080034,1170034,1140067,1,2024-03-15 00:00:00,,,,2026-02-28 20:05:24,,,,,,,,central,,,
1170035,1080035,1170035,1140069,1,2024-03-15 00:00:00,,,,2026-02-28 20:05:56,,,,,,,,central,,,
1170036,1080036,1170036,1140071,1,2024-03-15 00:00:00,,,,2026-02-28 20:45:01,,,,,,,,central,,,
1170037,1080037,1170037,1140073,1,2024-03-15 00:00:00,,,,2026-02-28 21:02:49,,,,,,,,central,,,
1170038,1080038,1170038,1140075,1,2024-03-15 00:00:00,,,,2026-02-28 21:26:12,,,,,,,,central,,,
1170039,1080039,1170039,1140077,1,2024-03-15 00:00:00,,,,2026-02-28 21:42:43,,,,,,,,central,,,
1170040,1080040,1170040,1140079,1,2024-03-15 00:00:00,,,,2026-02-28 22:14:52,,,,,,,,central,,,
1170041,1080041,1170041,1140081,1,2024-03-15 00:00:00,,,,2026-02-28 22:42:14,,,,,,,,central,,,
1170042,1080042,1170042,1140083,1,2024-03-15 00:00:00,,,,2026-03-01 00:29:01,,,,,,,,central,,,
1170043,1080043,1170043,1140085,1,2024-03-15 00:00:00,,,,2026-03-01 00:29:16,,,,,,,,central,,,
1170044,1080044,1170044,1140087,1,2024-03-15 00:00:00,,,,2026-03-01 00:30:14,,,,,,,,central,,,
1170045,1080045,1170045,1140089,1,2024-03-15 00:00:00,,,,2026-03-01 00:30:27,,,,,,,,central,,,
1170046,1080046,1170046,1140091,1,2024-03-15 00:00:00,,,,2026-03-01 00:30:51,,,,,,,,central,,,
1170047,1080047,1170047,1140093,1,2024-03-15 00:00:00,,,,2026-03-01 00:38:21,,,,,,,,central,,,
1170048,1080048,1170048,1140095,1,2024-03-15 00:00:00,,,,2026-03-01 00:50:27,,,,,,,,central,,,
1170049,1080049,1170049,1140097,1,2024-03-15 00:00:00,,,,2026-03-01 00:54:51,,,,,,,,central,,,
1170050,1080050,1170050,1140099,1,2024-03-15 00:00:00,,,,2026-03-01 00:55:11,,,,,,,,central,,,
1170051,1080051,1170051,1140101,1,2024-03-15 00:00:00,,,,2026-03-01 00:55:51,,,,,,,,central,,,
1170052,1080052,1170052,1140103,1,2024-03-15 00:00:00,,,,2026-03-01 01:02:48,,,,,,,,central,,,
1170053,1080053,1170053,1140105,1,2024-03-15 00:00:00,,,,2026-03-01 01:04:00,,,,,,,,central,,,
1170054,1080054,1170054,1140107,1,2024-03-15 00:00:00,,,,2026-03-01 01:12:37,,,,,,,,central,,,
1170055,1080055,1170055,1140109,1,2024-03-15 00:00:00,,,,2026-03-01 01:25:02,,,,,,,,central,,,
1170056,1080056,1170056,1140111,1,2024-03-15 00:00:00,,,,2026-03-01 01:33:12,,,,,,,,central,,,
1200001,1110001,1200001,1170001,1,2024-03-15 00:00:00,,,,2026-03-01 12:04:59,,,,,,,,central,,,
1200002,1110002,1200002,1170003,1,2024-03-15 00:00:00,,,,2026-03-01 12:34:03,,,,,,,,central,,,
1200003,1110003,1200003,1170005,1,2024-03-15 00:00:00,,,,2026-03-01 13:03:05,,,,,,,,central,,,
1200004,1110004,1200004,1170007,1,2024-03-15 00:00:00,,,,2026-03-01 13:11:07,,,,,,,,central,,,
1230001,1140001,1230001,1230001,1,2024-03-15 00:00:00,,,,2026-03-02 11:21:15,,,,,,,,central,,,
1230002,1140002,1230002,1230003,1,2024-03-15 00:00:00,,,,2026-03-02 11:21:40,,,,,,,,central,,,
1230003,1140003,1230003,1230005,1,2024-03-15 00:00:00,,,,2026-03-02 11:22:07,,,,,,,,central,,,
1230004,1140004,1230004,1230007,1,2024-03-15 00:00:00,,,,2026-03-02 11:22:58,,,,,,,,central,,,
1230005,1140005,1230005,1230009,1,2024-03-15 00:00:00,,,,2026-03-02 11:23:29,,,,,,,,central,,,
1230006,1140006,1230006,1230011,1,2024-03-15 00:00:00,,,,2026-03-02 11:24:09,,,,,,,,central,,,
1230007,1140007,1230007,1230013,1,2024-03-15 00:00:00,,,,2026-03-02 12:06:03,,,,,,,,central,,,
1230008,1140008,1230008,1230015,1,2024-03-15 00:00:00,,,,2026-03-02 12:12:20,,,,,,,,central,,,
1230009,1140009,1230009,1230017,1,2024-03-15 00:00:00,,,,2026-03-02 12:19:54,,,,,,,,central,,,
1230010,1140010,1230010,1230019,1,2024-03-15 00:00:00,,,,2026-03-02 12:26:34,,,,,,,,central,,,
1230011,1140011,1230011,1230021,1,2024-03-15 00:00:00,,,,2026-03-02 12:27:06,,,,,,,,central,,,
1230012,1140012,1230012,1230023,1,2024-03-15 00:00:00,,,,2026-03-02 12:27:26,,,,,,,,central,,,
1230013,1140013,1230013,1230025,1,2024-03-15 00:00:00,,,,2026-03-02 12:27:45,,,,,,,,central,,,
1230014,1140014,1230014,1230027,1,2024-03-15 00:00:00,,,,2026-03-02 12:28:04,,,,,,,,central,,,
1230015,1140015,1230015,1230029,1,2024-03-15 00:00:00,,,,2026-03-02 12:28:24,,,,,,,,central,,,
1230016,1140016,1230016,1230031,1,2024-03-15 00:00:00,,,,2026-03-02 12:28:42,,,,,,,,central,,,
1230017,1140017,1230017,1230033,1,2024-03-15 00:00:00,,,,2026-03-02 12:40:09,,,,,,,,central,,,
1230018,1140018,1230018,1230035,1,2024-03-15 00:00:00,,,,2026-03-02 12:45:15,,,,,,,,central,,,
1230019,1140019,1230019,1230037,1,2024-03-15 00:00:00,,,,2026-03-02 13:01:25,,,,,,,,central,,,
1230020,1140020,1230020,1230039,1,2024-03-15 00:00:00,,,,2026-03-02 13:07:27,,,,,,,,central,,,
1230021,1140021,1230021,1230041,1,2024-03-15 00:00:00,,,,2026-03-02 13:10:09,,,,,,,,central,,,
1230022,1140022,1230022,1230043,1,2024-03-15 00:00:00,,,,2026-03-02 13:10:32,,,,,,,,central,,,
1230023,1140023,1230023,1230045,1,2024-03-15 00:00:00,,,,2026-03-02 13:10:55,,,,,,,,central,,,
1260001,1170001,1260001,1260002,1,2024-03-15 00:00:00,,,,2026-03-02 17:48:21,,,,,,,,central,,,
1260002,1170002,1260002,1260004,1,2024-03-15 00:00:00,,,,2026-03-02 18:01:09,,,,,,,,central,,,
1260003,60002,1050022,420066,1,2026-03-02 00:00:00,,,,2026-03-02 19:19:10,2026-03-02 19:19:43,Felipe Costa Alves,601043,,,,,central,,,
1260004,60002,1050008,420066,1,2026-03-02 00:00:00,,,,2026-03-02 19:20:02,2026-03-02 19:32:22,Felipe Costa Alves,601043,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1260004-1772479514436.pdf,,central,,,
1260005,60002,1050008,420066,1,2026-03-02 00:00:00,,KLHJASDHLKJADSFASDHJKL,,2026-03-02 19:26:47,2026-03-02 19:32:20,Felipe Costa Alves,601043,perda,31.18,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/epi-fotos/60002/1772479607053-swheb0l2mz.png,central,,,
1260006,60002,1020014,420066,1,2026-03-02 00:00:00,,,,2026-03-02 20:11:11,2026-03-02 20:14:27,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,central,,,
1290001,1200001,1290001,1290001,1,2024-03-15 00:00:00,,,,2026-03-03 06:03:20,,,,,,,,central,,,
1290002,1200002,1290002,1290003,1,2024-03-15 00:00:00,,,,2026-03-03 06:03:43,,,,,,,,central,,,
1320001,1230001,1320001,1320001,1,2024-03-15 00:00:00,,,,2026-03-03 09:37:56,,,,,,,,central,,,
1320002,1230002,1320002,1320003,1,2024-03-15 00:00:00,,,,2026-03-03 09:38:55,,,,,,,,central,,,
1320003,1230003,1320003,1320005,1,2024-03-15 00:00:00,,,,2026-03-03 10:04:46,,,,,,,,central,,,
1320004,1230004,1320004,1320007,1,2024-03-15 00:00:00,,,,2026-03-03 10:40:16,,,,,,,,central,,,
1320005,1230005,1320005,1320009,1,2024-03-15 00:00:00,,,,2026-03-03 10:41:11,,,,,,,,central,,,
1320006,1230006,1320006,1320011,1,2024-03-15 00:00:00,,,,2026-03-03 10:41:55,,,,,,,,central,,,
1320007,1230007,1320007,1320013,1,2024-03-15 00:00:00,,,,2026-03-03 11:48:44,,,,,,,,central,,,
1320008,60002,690034,420178,1,2026-03-03 00:00:00,,,,2026-03-03 13:07:24,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1320008-1772548087030.pdf,,central,,,
1320009,60002,690034,420131,1,2026-03-03 00:00:00,,,,2026-03-03 13:10:45,2026-03-13 10:55:15,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,central,,,
1320010,60002,690034,420133,1,2026-03-03 00:00:00,,,,2026-03-03 13:11:39,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1320010-1772548105045.pdf,,central,,,
1350001,60002,690017,420067,1,2026-03-02 00:00:00,,,,2026-03-04 13:13:45,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1350001-1772647825678.pdf,,central,,,
1350002,60002,690017,420058,1,2026-03-02 00:00:00,,,,2026-03-04 13:17:33,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1350002-1772649581688.pdf,,central,,,
1350003,60002,690017,420166,1,2026-03-02 00:00:00,,,,2026-03-04 13:18:19,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1350003-1772647798393.pdf,,central,,,
1380001,60002,690034,420158,1,2026-03-04 00:00:00,,,,2026-03-04 17:13:33,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1380001-1772649840253.pdf,,central,,,
1380002,1260001,1350001,1380002,1,2024-03-15 00:00:00,,,,2026-03-04 19:40:30,,,,,,,,central,,,
1380003,1260002,1350002,1380004,1,2024-03-15 00:00:00,,,,2026-03-04 19:40:48,,,,,,,,central,,,
1380004,60002,1020011,420066,1,2026-03-04 00:00:00,,,,2026-03-04 23:20:41,2026-03-04 23:21:42,Felipe Costa Alves,601043,,,,,obra,90001,,
1380005,1260003,1350003,1380013,1,2024-03-15 00:00:00,,,,2026-03-05 00:20:18,,,,,,,,central,,,
1380006,1260004,1350004,1380015,1,2024-03-15 00:00:00,,,,2026-03-05 00:20:41,,,,,,,,central,,,
1380007,1260005,1350005,1380017,1,2024-03-15 00:00:00,,,,2026-03-05 00:21:11,,,,,,,,central,,,
1380008,1260006,1350006,1380019,1,2024-03-15 00:00:00,,,,2026-03-05 00:31:46,,,,,,,,central,,,
1380009,1260007,1350007,1380021,1,2024-03-15 00:00:00,,,,2026-03-05 00:32:07,,,,,,,,central,,,
1380010,1260008,1350008,1380023,1,2024-03-15 00:00:00,,,,2026-03-05 00:56:15,,,,,,,,central,,,
1380011,1260009,1350009,1380025,1,2024-03-15 00:00:00,,,,2026-03-05 00:56:34,,,,,,,,central,,,
1380012,1260010,1350010,1380027,1,2024-03-15 00:00:00,,,,2026-03-05 01:38:22,,,,,,,,central,,,
1380013,1260011,1350011,1380029,1,2024-03-15 00:00:00,,,,2026-03-05 01:38:46,,,,,,,,central,,,
1380014,1260012,1350012,1380031,1,2024-03-15 00:00:00,,,,2026-03-05 01:40:34,,,,,,,,central,,,
1380015,1260013,1350013,1380033,1,2024-03-15 00:00:00,,,,2026-03-05 01:48:42,,,,,,,,central,,,
1380016,1260014,1350014,1380035,1,2024-03-15 00:00:00,,,,2026-03-05 01:56:36,,,,,,,,central,,,
1380017,1260015,1350015,1380037,1,2024-03-15 00:00:00,,,,2026-03-05 02:10:03,,,,,,,,central,,,
1380018,1260016,1350016,1380039,1,2024-03-15 00:00:00,,,,2026-03-05 02:45:29,,,,,,,,central,,,
1380019,1260017,1350017,1380041,1,2024-03-15 00:00:00,,,,2026-03-05 02:57:32,,,,,,,,central,,,
1380020,1260018,1350018,1380043,1,2024-03-15 00:00:00,,,,2026-03-05 03:02:59,,,,,,,,central,,,
1380021,1260019,1350019,1380045,1,2024-03-15 00:00:00,,,,2026-03-05 03:05:08,,,,,,,,central,,,
1410001,1290001,1380001,1410001,1,2024-03-15 00:00:00,,,,2026-03-05 08:00:17,,,,,,,,central,,,
1410002,1290002,1380002,1410003,1,2024-03-15 00:00:00,,,,2026-03-05 08:00:49,,,,,,,,central,,,
