id,obraId,employeeId,companyId,funcaoNaObra,dataInicio,dataFim,isActive,createdAt
30069,150001,420170,60002,,2026-02-28 00:00:00,2026-03-10 00:00:00,0,2026-02-28 20:57:37
30070,90001,420121,60002,,2026-02-28 00:00:00,2026-02-28 00:00:00,0,2026-02-28 21:30:13
30071,90001,420128,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:30:13
30072,240002,420069,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:30:29
30073,90001,420153,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:31:52
30074,90001,420121,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:31:52
30075,90001,420082,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:31:52
30076,90002,420060,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:34:03
30077,90002,420073,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:34:03
30078,240003,420120,60002,,2026-02-28 00:00:00,2026-03-10 00:00:00,0,2026-02-28 21:34:52
30079,90001,420117,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:36:28
30080,90001,420139,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:36:28
30081,90001,420105,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:36:28
30082,210001,420160,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:37:10
30083,210001,420079,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:37:10
30084,210001,420183,60002,,2026-02-28 00:00:00,2026-03-03 00:00:00,0,2026-02-28 21:37:34
30085,180001,420061,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:38:02
30086,90001,420156,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:38:33
30087,210001,420103,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:39:28
30088,90001,420068,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:43:12
30089,90001,420138,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:43:12
30090,90001,420075,60002,,2026-02-28 00:00:00,2026-03-10 00:00:00,0,2026-02-28 21:43:12
30091,90001,420133,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:43:12
30092,90001,420132,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:43:12
30093,90001,420174,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:43:12
30094,240004,420093,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:44:53
30095,90002,420065,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:45:14
30096,90004,420063,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:46:04
30097,90002,420111,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:46:42
30098,150001,420096,60002,,2026-02-28 00:00:00,2026-03-10 00:00:00,0,2026-02-28 21:47:39
30099,240004,420175,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:48:27
30100,90001,420148,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:48:48
30101,180001,420152,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:49:03
30102,240004,420055,60002,,2026-02-28 00:00:00,2026-03-10 00:00:00,0,2026-02-28 21:49:16
30103,210001,420091,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:50:07
30104,90002,420145,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:50:40
30105,90001,420169,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:51:50
30106,90002,420141,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:52:02
30107,90001,420134,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:52:15
30108,180001,420151,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:52:31
30109,90001,420107,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:21
30110,90001,420168,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:21
30111,90001,420129,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:21
30112,90001,420090,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:21
30113,90001,420092,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:21
30114,90001,420150,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:21
30115,90002,420072,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:53:32
30116,210001,420104,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:54:08
30117,210001,420206,60002,,2026-02-28 00:00:00,2026-03-03 00:00:00,0,2026-02-28 21:55:41
30118,210001,420085,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:56:27
30119,210001,420188,60002,,2026-02-28 00:00:00,2026-03-10 00:00:00,0,2026-02-28 21:57:11
30120,90005,480001,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:57:21
30121,210001,420102,60002,,2026-02-28 00:00:00,,1,2026-02-28 21:58:33
30122,180001,420184,60002,,2026-02-28 00:00:00,2026-03-03 00:00:00,0,2026-02-28 22:00:15
30123,90004,420192,60002,,2026-02-28 00:00:00,2026-03-03 00:00:00,0,2026-02-28 22:02:06
30124,240005,420172,60002,,2026-02-28 00:00:00,,1,2026-02-28 22:03:55
30125,180001,420098,60002,,2026-02-28 00:00:00,,1,2026-02-28 22:05:44
30126,90004,420118,60002,,2026-02-28 00:00:00,,1,2026-02-28 22:06:22
30127,90004,420062,60002,,2026-02-28 00:00:00,,1,2026-02-28 22:07:30
60001,90001,420070,60002,,2026-03-01 00:00:00,2026-03-04 00:00:00,0,2026-03-01 23:29:53
90001,90001,420137,60002,,2026-02-15 00:00:00,,1,2026-03-02 20:51:25
90002,90001,420130,60002,,2026-02-15 00:00:00,,1,2026-03-02 20:52:00
90003,90002,420112,60002,,2026-02-15 00:00:00,,1,2026-03-02 20:52:31
90004,90002,420083,60002,,2026-02-15 00:00:00,,1,2026-03-02 20:52:45
90005,90002,420146,60002,,2026-02-15 00:00:00,,1,2026-03-02 20:53:00
90006,90002,420095,60002,,2026-02-15 00:00:00,,1,2026-03-02 20:53:16
120001,90001,420070,60002,,2026-03-05 00:00:00,,1,2026-03-05 16:47:22
150001,270005,1200002,60005,,2026-03-09 00:00:00,,1,2026-03-09 23:48:49
150002,270005,1200012,60005,,2026-03-09 00:00:00,,1,2026-03-09 23:49:06
150003,270001,1200004,60005,,2026-03-09 00:00:00,,1,2026-03-09 23:49:24
150004,270001,1200008,60005,,2026-03-09 00:00:00,,1,2026-03-09 23:49:24
150005,270001,1200011,60005,,2026-03-09 00:00:00,2026-03-10 00:00:00,0,2026-03-09 23:49:24
150006,270001,1200005,60005,,2026-03-09 00:00:00,,1,2026-03-09 23:49:24
150007,270009,1200009,60005,,2026-03-09 00:00:00,,1,2026-03-09 23:49:33
150008,90005,1320016,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:54:11
150009,90005,1380006,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:54:32
150010,90005,1320015,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:54:32
150011,90005,1380007,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:54:32
150012,90004,420081,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:54:52
150013,90002,1380011,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:55:06
150014,90001,1260001,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:55:20
150015,90005,1410013,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:55:32
150016,210001,1380008,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:55:43
150017,90003,1410012,60002,,2026-03-10 00:00:00,,1,2026-03-10 00:56:14
150018,210001,420114,60002,,2026-03-10 00:00:00,,1,2026-03-10 01:00:32
150019,270001,1200006,60005,,2026-03-10 00:00:00,,1,2026-03-10 01:03:28
150020,270001,1200007,60005,,2026-03-10 00:00:00,,1,2026-03-10 01:03:28
150021,180001,420127,60002,,2026-03-10 00:00:00,,1,2026-03-10 01:07:04
150022,270005,1200013,60002,,2026-03-10 00:00:00,2026-03-10 00:00:00,0,2026-03-10 01:54:25
180001,90002,420088,60002,,2026-03-10 00:00:00,,1,2026-03-10 11:56:13
180002,270005,1200013,60005,,2026-03-10 00:00:00,,1,2026-03-10 11:56:35
180003,270001,1200010,60005,,2026-03-10 00:00:00,,1,2026-03-10 11:56:58
180004,90003,420106,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:33:07
180005,90003,420159,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:33:07
180006,270001,420131,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:33:26
180007,90004,1200011,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:33:39
180008,240001,420075,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:33:47
180009,90004,420055,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:39:37
180010,90001,420096,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:40:48
180011,90004,420120,60002,,2026-03-10 00:00:00,,1,2026-03-10 12:42:27
