id;vencimento;descricao;fornecedor;obra;origem;status;valor
"571800";"2023-12-15";"OS #7126 — Troca de correia poly, correia elástica, tensor correia poly, kit correia dentada, retentor comando, aditivo (2), jogo de velas, kit bicos, galão água desmeralizada, coxim motor, produto limpeza bicos (3).";"OS #7126 — Troca de correia poly, correia elástica, tensor correia poly, kit correia dentada, retentor comando, aditivo (2), jogo de velas, kit bicos, galão água desmeralizada, coxim motor, produto limpeza bicos (3).";"";"frota_manutencao";"a_pagar";"2763,00"
"571758";"2023-12-15";"Correias (poly-V, elástica, kit dentada) + tensor, retentor comando, velas, kit bicos, aditivo, coxim motor";"Correias (poly-V, elástica, kit dentada) + tensor, retentor comando, velas, kit bicos, aditivo, coxim motor";"";"frota_manutencao";"a_pagar";"2763,00"
"571848";"2023-12-19";"OS #7134 — Serviço executado: troca óleo motor, filtro óleo, concerto módulo";"OS #7134 — Serviço executado: troca óleo motor, filtro óleo, concerto módulo";"";"frota_manutencao";"a_pagar";"962,00"
"571754";"2024-01-16";"OS #7160 — Serviço executado: concerto módulo (injeção), despesa gasolina e eletrecista.";"OS #7160 — Serviço executado: concerto módulo (injeção), despesa gasolina e eletrecista.";"";"frota_manutencao";"a_pagar";"2800,00"
"571752";"2024-03-27";"Direção hidráulica: conserto da caixa de direção, óleo, lavagem do motor, solda cano de óleo";"Direção hidráulica: conserto da caixa de direção, óleo, lavagem do motor, solda cano de óleo";"";"frota_manutencao";"a_pagar";"3212,00"
"571750";"2024-03-27";"Ignição: bobina de ignição + borrachas de escapamento";"Ignição: bobina de ignição + borrachas de escapamento";"";"frota_manutencao";"a_pagar";"632,00"
"571756";"2024-03-27";"OS #7267 — Serviço executado: substituição de disco freio (2 unid), pastilha freio, trizeta câmbio, tulipa câmbio, abraçadeira universal e coifa trizeta.";"OS #7267 — Serviço executado: substituição de disco freio (2 unid), pastilha freio, trizeta câmbio, tulipa câmbio, abraçadeira universal e coifa trizeta.";"";"frota_manutencao";"a_pagar";"2448,00"
"571901";"2024-03-28";"OS #7263 — Manutenção corretiva: substituição de óleo direção hidráulica, caixa de direção (concerto), lavagem carro/motor, solda cano óleo e óleo diesel.";"OS #7263 — Manutenção corretiva: substituição de óleo direção hidráulica, caixa de direção (concerto), lavagem carro/motor, solda cano óleo e óleo diesel.";"";"frota_manutencao";"a_pagar";"3212,00"
"571781";"2024-04-17";"OS #7295 — Reparo no sistema de arrefecimento: troca de interruptor radiador, abraçadeiras 19x27, óleo motor, mangueira superior e mangueira reservatório. Guincho incluso.";"OS #7295 — Reparo no sistema de arrefecimento: troca de interruptor radiador, abraçadeiras 19x27, óleo motor, mangueira superior e mangueira reservatório. Guincho incluso.";"";"frota_manutencao";"a_pagar";"719,80"
"571784";"2024-04-17";"Arrefecimento: interruptor do radiador, mangueiras (superior/reservatório), abraçadeira, óleo motor";"Arrefecimento: interruptor do radiador, mangueiras (superior/reservatório), abraçadeira, óleo motor";"";"frota_manutencao";"a_pagar";"719,80"
"571802";"2024-06-06";"OS #7384 — Revisão completa: embreagem, suspensão e freios. Peças: sonda lambda, kit embreagem, fluido embreagem (2L), óleo câmbio, coxim amortecedor diant (2), reparo amortecedor diant, mangueira pra mola (3), bieleta (2), jogo pastilha, jogo disco freio, coifa ponteira (2), rolamento roda traseira direito, kit amortecedor traseiro, jogo vela, filtro combustível, descarbonizante, kit TBI, produto limpeza bicos (3). MO R$ 1.500 + Peças R$ 4.153.";"OS #7384 — Revisão completa: embreagem, suspensão e freios. Peças: sonda lambda, kit embreagem, fluido embreagem (2L), óleo câmbio, coxim amortecedor diant (2), reparo amortecedor diant, mangueira pra mola (3), bieleta (2), jogo pastilha, jogo disco freio";"";"frota_manutencao";"a_pagar";"4700,00"
"571793";"2024-06-14";"OS #7393 — Troca de coxim e reparo de amortecedor dianteiro (2 cada), mangueiras para mola (3), bieletas (2), jogo de pastilha, jogo disco freio, coifa ponteira homocinética (2), cubo roda traseiro esq, kit amortecedor traseiro (2), vela, filtro combustível, descarbonizante, kit TBI, produto limpeza bicos (3).";"OS #7393 — Troca de coxim e reparo de amortecedor dianteiro (2 cada), mangueiras para mola (3), bieletas (2), jogo de pastilha, jogo disco freio, coifa ponteira homocinética (2), cubo roda traseiro esq, kit amortecedor traseiro (2), vela, filtro combustív";"";"frota_manutencao";"a_pagar";"3333,00"
"571797";"2024-06-14";"Suspensão e freios: coxim/reparo amortecedor, bieletas, pastilhas, discos, cubo traseiro, kit amortecedor traseiro, ponteira homocinética + velas/filtro/TBI";"Suspensão e freios: coxim/reparo amortecedor, bieletas, pastilhas, discos, cubo traseiro, kit amortecedor traseiro, ponteira homocinética + velas/filtro/TBI";"";"frota_manutencao";"a_pagar";"3333,00"
"571858";"2024-07-24";"OS #7441 — Retífica motor completa. Peças: jogo junta motor, jogo pistão com anel, jogo bronzina biela/mancal, jogo anel encosto, bomba de óleo, pescador bomba óleo, óleo motor, filtro óleo/ar/combustível, kit corrente motor, retentores (traseiro, dianteiro, comando, válvula), kit bicos, jogo vela, jogo válvula escape/admissão, solvente, descarbonizante, aditivo, silicone, cola 3M, cola trava rosca, jogo parafuso cabeçote, correia/tensor poliv, coxim motor/câmbio/câmbio superior, cano/bomba d'água, válvula termostática, produto limpeza bicos. MO R$ 3.000 + Peças R$ 10.886 + Retífica R$ 2.600. Desconto 25% peças.";"OS #7441 — Retífica motor completa. Peças: jogo junta motor, jogo pistão com anel, jogo bronzina biela/mancal, jogo anel encosto, bomba de óleo, pescador bomba óleo, óleo motor, filtro óleo/ar/combustível, kit corrente motor, retentores (traseiro, diantei";"";"frota_manutencao";"a_pagar";"11260,00"
"571854";"2024-07-24";"OS #7441 — Revisão/retífica do motor: jogo pistão, bronzinas, kit corrente, bomba de óleo, filtros, retentores, válvulas, correias, coxins e demais peças para retífica completa";"OS #7441 — Revisão/retífica do motor: jogo pistão, bronzinas, kit corrente, bomba de óleo, filtros, retentores, válvulas, correias, coxins e demais peças para retífica completa";"";"frota_manutencao";"a_pagar";"16486,00"
"861327";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9555,20"
"861326";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9581,70"
"861323";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9561,82"
"861328";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9528,78"
"861321";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9568,44"
"861329";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9588,33"
"861332";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9548,59"
"861331";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9594,97"
"861322";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9522,18"
"861330";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9541,98"
"861325";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9535,38"
"861324";"2024-08-09";"Financiamento Retroescavadeira JCB";"Caixa Econômica Federal";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"9575,06"
"571777";"2024-08-20";"OS #7496 — Reparo no sistema de arrefecimento: troca de carcaça d'água, sensor temperatura, válvula termostática, cano d'água, junta coletor admissão, silicone Loctatti, aditivo e galão de água desmineralizada.";"OS #7496 — Reparo no sistema de arrefecimento: troca de carcaça d'água, sensor temperatura, válvula termostática, cano d'água, junta coletor admissão, silicone Loctatti, aditivo e galão de água desmineralizada.";"";"frota_manutencao";"a_pagar";"1005,00"
"571780";"2024-08-20";"Arrefecimento: carcaça/cano d'água, válvula termostática, sensor de temperatura, junta coletor admissão, aditivo";"Arrefecimento: carcaça/cano d'água, válvula termostática, sensor de temperatura, junta coletor admissão, aditivo";"";"frota_manutencao";"a_pagar";"1005,00"
"571887";"2024-10-31";"OS #7626 — Manutenção corretiva: substituição de cano direção hidráulica, reparo parafuso hidráulica, lavagem motor, lambda e óleo direção. Reparo no sistema de direção hidráulica.";"OS #7626 — Manutenção corretiva: substituição de cano direção hidráulica, reparo parafuso hidráulica, lavagem motor, lambda e óleo direção. Reparo no sistema de direção hidráulica.";"";"frota_manutencao";"a_pagar";"937,00"
"571891";"2024-10-31";"Direção hidráulica: cano, reparo parafuso, óleo de direção, sonda lambda, lavagem do motor";"Direção hidráulica: cano, reparo parafuso, óleo de direção, sonda lambda, lavagem do motor";"";"frota_manutencao";"a_pagar";"937,00"
"861530";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"240,00"
"861389";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"480,00"
"861345";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"3936,00"
"861346";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"3216,00"
"861347";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"816,00"
"861360";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"3936,00"
"861367";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861368";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"336,00"
"861334";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"672,00"
"861336";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"30576,00"
"861337";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1344,00"
"861340";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1200,00"
"861341";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"576,00"
"861525";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"12576,00"
"861349";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"96,00"
"861350";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"240,00"
"861352";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861354";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"192,00"
"861355";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"3936,00"
"861356";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861357";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1344,00"
"861361";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"480,00"
"861362";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861527";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861363";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861364";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"96,00"
"861365";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861366";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"96,00"
"861369";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"960,00"
"861370";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"480,00"
"861371";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1488,00"
"861372";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1920,00"
"861373";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"3840,00"
"861374";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"16848,00"
"861375";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1968,00"
"861376";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"192,00"
"861377";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"288,00"
"861378";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"336,00"
"861379";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"336,00"
"861383";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"336,00"
"861384";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"480,00"
"861385";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"4320,00"
"861386";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861387";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861388";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"192,00"
"861390";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"960,00"
"861391";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"2064,00"
"861392";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"5472,00"
"861398";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"3456,00"
"861400";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"2544,00"
"861401";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"624,00"
"861402";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"21600,00"
"861403";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861404";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"240,00"
"861405";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"912,00"
"861406";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"528,00"
"861407";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"10800,00"
"861408";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"672,00"
"861414";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861415";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"16848,00"
"861436";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"2976,00"
"861437";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861438";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"5952,00"
"861439";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"384,00"
"861442";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"2112,00"
"861443";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861445";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"480,00"
"861446";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"96,00"
"861447";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"480,00"
"861448";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"576,00"
"861449";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1968,00"
"861450";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"2352,00"
"861451";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"96,00"
"861452";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"1344,00"
"861453";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"240,00"
"861456";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"48,00"
"861457";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861458";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
"861459";"2024-11-04";"Contrato elétrico";"MULT LIGHT ENERGIA";"Chlorum Solutions - Uberlândia";"importacao_excel";"a_pagar";"144,00"
